"CNTLNUM","SCHCNTL","currentTeacher","TFSFINWT","F0105","F0108","F0113","F0116","T0293","T0294","T0295","T0296","T0297","T0298","T0299","T0300","T0301","T0303","T0306","T0307","T0308","T0309","T0310","T0311","T0312","T0315","T0320","T0321","T0322","T0324","T0325","T0326","T0327","T0331","T0332","T0335","T0336","T0337","T0338","T0339","T0340","TFNLWGT","LEP_T","MGMNT_T","NEWTCH","PLAN","PUPILS_D","PUPILS_S","SBKGD_T","SDLQ_T","T0051","T0059","T0106","T0120","T0122","T0124","T0125","T0126","T0127","T0147","T0148","T0149","T0150","T0153","T0154","T0155","T0156","T0158","T0208","T0248","T0250","treat","teachImputed","PUPILS","PSCHMAN","PFAMBACK","PSTUDEL","PSTUPAR","PTEACSUP","pscore","distance","weights","subclass"
148022,102954,1,7.4276,"Strongly agree","Strongly agree","Somewhat agree","Somewhat agree",1,2,2,2,2,2,3,4,4,1,3,4,3,3,2,4,4,3,3,3,3,4,4,4,4,4,2,4,4,3,4,3,3,5.6006,0,9,"Teacher has taught 3 years or less",12.5,103,0,15,18,1,0,1,2,5,1,1,1,1,2,-8,0,1,2,1,2,2,2,0,1,-8,0,0,103,1.2664663482004,1.09893910839893,0.470089066067527,0.566078435771295,1.12727663155624,0.251921298425896,0.251921298425896,1,"32"
148698,108128,0,11.6078,"Strongly disagree","Strongly disagree","Somewhat disagree","Strongly disagree",3,1,5,5,1,5,2,3,1,1,3,3,2,2,3,3,4,1,2,4,2,4,3,4,4,4,4,2,2,1,2,2,2,8.6909,83.33,10,"Teacher has taught 3 years or less",14.29,0,6,7,19,1,0,6,1,3,-8,-8,-8,-8,-8,-8,0,2,1,1,2,2,2,6,1,2,0,0,6,0.994164326569403,-0.408813474342598,0.556280233583706,0.38283206023915,0.463140599205147,0.453544223196661,0.453544223196661,1,"58"
148980,107741,1,28.8239,"Somewhat disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree",5,5,5,5,4,5,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,3,4,4,3,4,1,2,2,1,3,3,5,19.6855,1.03,17,"Teacher has taught 3 years or less",8.55,97,0,8,16,1,0,1,2,5,1,1,1,1,1,2,5,2,1,1,2,2,2,0,2,2,0,0,97,-0.0923677266436232,-0.397642053343696,-0.162542430395967,-0.405862658853528,0.20125517686086,0.308948554361293,0.308948554361293,1,"205"
100406,108820,1,477.8938,"Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree",3,3,5,5,5,5,1,1,2,2,1,1,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,3,3,3,3,1,1,216.3279,5.88,20,"Teacher has taught 3 years or less",8.06,0,17,12,20,1,1,0,3,5,1,1,1,1,1,1,4,2,1,1,1,1,1,17,-8,1,1,0,17,-1.03015479919897,0.722020304596825,1.20210697051454,1.29562719822817,-0.439352864760228,0.34600513593533,0.34600513593533,1,"31"
100572,109463,1,81.9856,"Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree",5,4,5,5,4,5,1,1,2,1,1,2,1,2,1,2,2,3,1,4,3,3,3,3,3,3,3,3,3,3,4,2,1,61.8193,0.68,19,"Teacher has taught 3 years or less",13.1,146,0,13,15,1,0,0,1,5,1,1,1,1,1,1,4,2,1,2,2,1,1,0,2,1,1,1,146,-0.63686555042311,0.617042495749129,-0.0216556100694641,0.254373351606047,-0.551514095849404,0.252282144816557,0.252282144816557,1,"32"
100669,104270,0,62.1837,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree",5,5,5,5,4,5,1,1,2,3,1,1,3,3,1,3,1,3,4,3,3,3,3,4,3,3,1,2,1,1,4,1,1,49.3742,0,20,"Teacher has taught 3 years or less",6.25,125,0,8,14,1,0,2,1,5,1,1,1,1,2,-8,0,1,1,1,2,1,2,0,1,-8,1,0,125,-0.731546638325772,-0.399504139124978,-0.323276794503878,-0.0784433673300498,0.38583419687578,0.283472732273397,0.283472732273397,1,"33"
100672,107343,1,128.4226,"Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree",4,1,5,5,5,5,3,3,3,4,4,4,4,1,3,2,4,2,2,1,1,3,3,2,2,4,1,1,4,1,1,2,1,94.8222,0,8,"Teacher has taught 3 years or less",2.63,72,0,7,12,1,1,0,3,5,1,1,1,1,1,1,5,2,2,2,1,1,2,0,2,-8,1,0,72,1.39775623236876,-0.723768100157001,-0.836212844233759,-0.969256409614403,0.912759157039372,0.126507865062596,0.126507865062596,1,"34"
101202,105536,1,465.3806,"Somewhat agree","Somewhat disagree","Strongly disagree","Strongly disagree",4,4,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,4,4,4,4,4,4,4,4,4,4,1,1,141.2233,2.59,20,"Teacher has taught 3 years or less",3.75,116,0,16,20,1,0,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,0,1,2,1,0,116,-1.56947273403062,1.64258531481469,1.34077730086648,0.760048867555671,-1.44395097494131,0.550706377100325,0.550706377100325,1,"35"
101758,109829,1,40.303,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree",3,4,5,5,4,5,2,2,4,2,1,2,2,3,1,3,3,2,2,2,2,4,4,3,3,3,2,4,3,2,3,2,3,28.4658,0,16,"Teacher has taught 3 years or less",25,90,0,12,15,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,1,1,1,2,0,1,-8,1,0,90,0.147421347417909,0.330192363652068,-0.112805868546027,-0.107026370211552,0.364282404553928,0.227180895065666,0.227180895065666,1,"36"
102442,111624,1,7.0902,"Somewhat agree","Strongly agree","Strongly agree","Neither agree nor disagree",4,5,5,4,4,5,1,2,4,2,1,1,3,2,2,2,1,4,2,3,1,3,3,3,2,3,1,2,2,1,3,2,3,6.0451,0,18,"Teacher has taught 3 years or less",10.7,355,0,8,12,1,1,1,3,5,1,1,1,1,2,-8,0,1,2,2,2,1,2,0,2,-8,1,0,355,-0.188702067430656,-0.510623721706521,-0.721587404918589,-0.550020766579078,0.292253308828469,0.06868833057866,0.06868833057866,1,"37"
102676,112324,1,412.7953,"Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree",4,4,4,4,4,3,1,1,2,2,1,2,2,1,1,1,2,1,1,3,4,3,3,3,3,3,2,2,2,2,3,1,1,19.7225,0,19,"Teacher has taught 3 years or less",10,0,0,9,14,1,0,1,1,5,1,1,1,1,1,1,5,2,1,1,1,1,2,2,1,-8,1,0,0,-0.641470027450743,-0.111929330725108,-0.228674738438645,0.217425218391361,-0.604328854343575,0.265973884579719,0.265973884579719,1,"38"
102737,109577,0,115.9002,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree",3,5,5,5,5,5,2,2,4,2,1,3,4,2,2,2,2,1,1,3,3,4,3,4,4,4,3,2,2,2,4,2,1,93.6231,0,16,"Teacher has taught 3 years or less",9.52,0,0,10,18,1,0,4,1,5,1,1,1,1,2,-8,0,2,1,1,2,1,1,25,2,1,1,0,0,0.298054551810879,0.149612360084955,0.402028655779668,0.420011872598614,0.635184374685159,0.306960408634556,0.306960408634556,1,"39"
103213,101979,1,781.5694,"Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree",4,3,4,4,4,5,3,2,2,2,1,1,1,1,2,2,2,3,1,3,3,4,3,3,3,4,3,2,2,2,3,2,1,364.3911,20.83,15,"Teacher has taught 3 years or less",15.15,0,24,9,16,1,0,0,1,5,1,1,1,1,1,1,4,2,2,1,1,1,2,24,-8,1,1,1,24,0.052904159876503,-0.0636497930087045,0.0373683781263375,0.378910872773033,-0.532090457218442,0.277549504276515,0.277549504276515,1,"40"
103218,108867,1,42.5871,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree",2,3,5,4,5,5,2,2,2,2,2,3,2,2,2,3,3,1,1,2,2,4,4,4,4,4,4,2,2,2,2,1,1,36.1576,0,14,"Teacher has taught 3 years or less",5,0,19,8,20,1,0,1,2,5,1,1,1,1,2,-8,0,1,2,2,2,1,2,19,2,-8,1,0,19,0.479288315934275,-0.0791524514621925,0.630000271125821,0.0685684939778319,0.290220753985801,0.127706260077016,0.127706260077016,1,"41"
103725,111345,1,41.403,"Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree",5,5,5,5,3,5,4,2,2,3,1,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,3,2,3,4,5,40.4102,0,13,"Teacher has taught 3 years or less",22.44,92,0,10,14,1,0,0,1,5,1,1,1,1,1,2,3,1,2,1,1,1,2,0,1,-8,1,0,92,0.620281084010425,-0.00599059250299707,-0.291043290871899,-0.0384076559390417,0.651488429576608,0.230349139465788,0.230349139465788,1,"42"
103757,107051,1,528.943,"Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat disagree",5,5,5,5,5,5,1,2,2,2,1,1,1,1,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,3,4,1,2,136.5576,0,18,"Teacher has taught 3 years or less",13.75,0,0,15,20,1,1,1,3,5,1,1,1,1,1,2,3,2,2,1,1,1,1,0,1,-8,1,1,0,-0.550614846604235,1.25604250256914,1.42617635805648,1.50000147811235,-1.0953178231918,0.395115140131803,0.395115140131803,1,"43"
103999,111694,1,36.1504,"Strongly agree","Strongly agree","Strongly agree","Strongly agree",3,2,5,5,4,4,2,1,4,2,1,2,3,2,1,2,2,3,1,2,2,2,3,1,2,3,2,1,2,1,2,1,1,25.76,31.25,18,"Teacher has taught 3 years or less",12.5,96,0,6,11,1,0,0,1,5,1,1,1,1,2,-8,0,1,1,2,2,1,2,0,1,1,1,0,96,-0.243156486474026,-0.920222452195875,-0.880251089178311,-0.813366741638097,0.290687548652882,0.218283272658147,0.218283272658147,1,"44"
104456,102357,1,646.3387,"Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree",4,4,5,5,4,5,1,1,4,3,2,2,1,1,1,1,1,4,1,2,1,4,3,4,4,4,3,1,1,1,2,3,5,36.7619,4.17,19,"Teacher has taught 3 years or less",7.69,0,24,5,18,1,0,2,3,5,1,1,1,1,2,-8,0,1,2,1,2,1,2,24,2,1,1,0,24,-0.76801817793974,-0.842570555564921,0.1622014859477,-0.226251953104357,-1.03284402196365,0.18452581457846,0.18452581457846,1,"45"
104482,101002,1,16.9484,"Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree",4,4,4,5,4,5,1,2,4,2,2,2,2,2,1,2,2,3,1,2,2,3,3,3,3,4,1,1,2,1,4,1,3,14.4502,0,17,"Teacher has taught 3 years or less",18.75,175,0,8,14,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,2,1,1,0,2,-8,1,0,175,-0.0679563031044104,-0.472351971910672,-0.385568982101409,-0.438193495298315,0.00338432457322181,0.2521242151833,0.2521242151833,1,"46"
104770,111209,1,21.271,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree",1,3,4,5,4,4,1,1,4,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,19.6375,1.28,20,"Teacher has taught 3 years or less",13.16,78,0,16,20,1,0,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,0,1,2,1,0,78,-1.6015495485668,1.79195484536768,1.7149620470708,1.64628476547589,-1.56952971385791,0.437261583158356,0.437261583158356,1,"47"
104925,109082,1,184.9835,"Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree",4,5,5,5,5,5,2,1,1,2,1,3,3,3,1,2,2,4,1,2,2,2,3,3,3,3,1,2,4,3,4,1,3,126.3366,1.75,18,"Teacher has taught 3 years or less",6.67,57,0,13,13,1,1,0,3,5,2,1,1,1,1,1,3,2,2,2,1,1,2,0,2,2,1,0,57,-0.159070969875799,0.515338645816606,-0.421236252125539,-0.692477597123888,0.45288585193559,0.0862975289077764,0.0862975289077764,1,"48"
105591,112303,1,649.3035,"Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree",2,5,5,5,3,5,3,4,3,2,4,4,4,2,3,3,4,2,3,2,2,1,1,2,1,2,1,2,1,1,2,1,1,343.0383,0,7,"Teacher has taught 3 years or less",1.75,138,0,6,7,1,0,1,2,5,1,1,1,1,1,1,5,2,1,1,1,1,2,0,2,-8,1,0,138,1.68499621232668,-1.03227983708109,-1.56878107640622,-1.1926843054335,1.36232233517025,0.271356892908894,0.271356892908894,1,"49"
105841,108307,1,141.7735,"Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree",5,4,5,3,4,5,1,1,3,2,1,3,2,2,1,2,1,2,1,3,4,4,4,4,4,4,3,3,3,3,4,1,2,114.9514,0,20,"Teacher has taught 3 years or less",2.86,0,0,13,19,1,0,1,1,5,1,1,1,1,1,1,4,2,1,1,2,1,2,0,2,2,1,0,0,-0.730187885712856,0.799603767251407,0.84253137440508,0.855498379546775,-0.303819386140129,0.353138048426228,0.353138048426228,1,"50"
106835,111587,0,2698.9315,"Strongly agree","Strongly agree","Somewhat agree","Strongly agree",3,5,3,5,4,5,4,4,4,1,4,2,2,3,4,2,4,3,2,3,3,4,4,4,4,4,3,4,2,1,4,2,1,117.4088,4,5,"Teacher has taught 3 years or less",10,0,25,11,19,1,0,0,1,5,1,1,1,1,1,1,4,2,1,1,1,1,2,25,1,2,1,0,25,1.6823430768115,0.183585049619508,0.567782513617294,0.51427599770053,0.595007807433626,0.322553134387841,0.322553134387841,1,"51"
106911,109534,1,37.6085,"Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree",3,3,5,5,5,5,2,2,4,4,2,3,2,3,3,4,3,4,2,4,3,4,4,4,4,4,3,3,4,3,4,1,1,28.3579,6.71,13,"Teacher has taught 3 years or less",13.16,149,0,14,19,1,0,6,1,4,1,2,1,1,2,-8,0,1,2,1,2,1,2,0,2,1,1,0,149,0.698657462319357,0.945212180211238,0.810329803128993,0.815765929989298,0.602652333679622,0.141941247879025,0.141941247879025,1,"52"
107400,102943,1,304.885,"Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree",4,4,4,4,5,4,2,2,4,4,3,3,4,3,3,3,2,4,2,2,1,3,4,4,4,3,3,1,3,3,3,1,2,93.5882,0,13,"Teacher has taught 3 years or less",1.9,76,0,10,18,1,0,1,1,5,1,1,1,1,1,1,5,2,2,2,1,1,1,0,-8,-8,1,1,76,0.735510269797931,0.209570674674027,0.185369324329914,-0.535620693075759,1.12180520970429,0.345725092494089,0.345725092494089,1,"53"
107414,110762,1,49.4822,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree",1,1,4,4,4,4,1,1,4,2,2,3,2,2,2,3,2,4,2,3,1,1,3,3,3,2,1,3,2,1,3,5,4,33.7944,0.58,17,"Teacher has taught 3 years or less",6.76,173,0,9,12,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,1,2,1,2,0,2,2,1,0,173,0.0093196492735629,-0.361175698733062,-0.722614652518127,-1.02153275915138,0.253542050303273,0.377294962551349,0.377294962551349,1,"54"
107637,111822,1,29.3188,"Somewhat disagree","Strongly disagree","Strongly disagree","Strongly disagree",3,5,5,5,4,5,1,1,3,2,1,1,2,1,1,2,1,1,1,3,4,3,4,3,4,3,3,2,2,2,3,1,2,24.9973,1.75,20,"Teacher has taught 3 years or less",19.38,57,0,9,17,1,0,1,1,5,1,1,1,1,1,2,5,2,2,1,1,1,2,0,2,2,1,0,57,-1.06972405767013,-0.0292141562908652,0.211643979478223,0.300448527305681,-0.538665349426961,0.191199550236386,0.191199550236386,1,"55"
107845,110825,1,548.1141,"Strongly disagree","Somewhat agree","Strongly agree","Neither agree nor disagree",4,4,5,5,2,5,2,2,3,4,4,4,4,2,4,2,2,1,1,2,1,1,3,3,2,2,1,1,1,1,2,1,2,77.8152,62.5,11,"Teacher has taught 3 years or less",3.13,48,0,5,11,1,0,2,1,5,2,1,1,1,2,-8,0,2,2,2,2,1,2,0,2,2,1,1,48,1.04473429115939,-1.24723327637712,-1.10926909245036,-1.3738525668285,0.997390076081955,0.256863613891667,0.256863613891667,1,"56"
108065,112257,1,427.0622,"Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree",3,3,4,4,4,3,1,2,4,3,2,1,3,2,2,3,2,3,2,3,3,4,3,4,4,4,3,1,1,2,3,2,2,346.2658,10,16,"Teacher has taught 3 years or less",11.25,0,20,7,18,1,0,1,2,5,2,1,1,1,1,1,5,2,2,1,1,1,2,20,2,2,1,0,20,0.141863936761414,-0.269250968942128,0.331685893746579,0.396610019060925,0.463543882541963,0.128694713082696,0.128694713082696,1,"57"
108240,106899,1,7.1458,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",5,5,5,4,5,5,4,4,3,2,4,3,4,2,4,2,2,2,2,2,1,1,3,3,3,4,3,3,3,2,4,1,2,6.0925,2.94,7,"Teacher has taught 3 years or less",1.25,102,0,12,16,1,0,1,1,5,1,1,1,1,1,2,4,1,2,1,2,1,2,0,2,2,1,0,102,1.50598143166998,0.276242243545425,-0.203981216031256,-1.098128932948,1.12692691728158,0.454577903898407,0.454577903898407,1,"58"
108551,107433,1,466.403,"Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree",3,3,4,5,4,5,1,1,2,3,1,3,2,3,1,1,2,2,1,2,3,3,3,3,4,4,3,3,4,3,4,2,5,39.0178,3.73,19,"Teacher has taught 3 years or less",3.13,161,0,14,17,1,0,1,2,5,1,1,1,1,1,1,4,2,2,1,2,1,2,0,1,1,1,0,161,-0.484699850696283,0.821591962144238,0.300257359441704,-0.0650602674270544,-0.197173489107699,0.235727817787091,0.235727817787091,1,"59"
108733,102956,1,49.3138,"Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",5,4,5,5,3,5,1,1,3,2,1,1,1,1,1,1,1,3,2,3,2,3,3,4,4,4,2,2,2,2,3,4,5,46.0145,0,20,"Teacher has taught 3 years or less",18.57,127,0,9,17,1,1,1,3,5,1,1,1,1,1,1,2,2,2,1,1,1,2,0,2,-8,1,0,127,-1.4621656178689,-0.0419406140407895,0.21934401561516,-0.0819103103188282,-1.31269126852998,0.174030259884784,0.174030259884784,1,"60"
108847,109703,1,562.6869,"Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree",2,2,4,4,5,4,1,1,3,3,1,3,2,2,1,2,1,1,1,3,3,4,3,3,3,3,3,2,2,3,3,3,3,67.5529,10,20,"Teacher has taught 3 years or less",10,0,20,10,15,1,0,2,1,5,1,1,1,1,1,1,5,1,2,1,1,1,1,20,-8,1,1,0,20,-0.696476521508851,0.204550319110351,-0.0730739831341373,0.315737573818943,-0.242323144300905,0.281322895971017,0.281322895971017,1,"61"
108960,104741,0,15.5251,"Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat disagree",4,4,5,5,5,5,1,1,2,3,1,2,3,2,1,1,1,2,1,2,3,3,4,4,4,4,1,1,3,1,4,1,4,11.4631,0,20,"Teacher has taught 3 years or less",6.67,14,0,9,17,1,0,0,1,5,1,2,1,1,1,1,5,1,2,2,2,1,2,0,2,-8,1,0,14,-0.775948763481726,-0.23376944594332,0.183456607636834,-0.124329284835816,-0.112235037184155,0.143706840950894,0.143706840950894,1,"62"
109703,108700,0,12.4138,"Strongly agree","Somewhat disagree","Somewhat disagree","Strongly agree",5,5,5,5,4,5,2,2,4,2,2,3,2,1,2,2,3,1,2,3,3,3,3,3,3,4,4,3,2,3,3,1,5,9.1658,0,14,"Teacher has taught 3 years or less",25,48,0,11,17,1,1,1,3,5,1,1,1,1,2,-8,0,1,2,2,2,1,2,0,-8,-8,1,0,48,0.426549332478494,0.386725067280947,0.172015459993929,0.102233098575203,-0.0465232759454628,0.130733016212647,0.130733016212647,1,"63"
109804,109036,1,30.6886,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",5,4,5,5,2,5,3,3,4,2,2,4,4,2,2,3,4,3,2,2,2,3,3,3,3,3,1,1,2,1,3,2,3,26.1652,10.83,11,"Teacher has taught 3 years or less",27.78,120,0,7,13,1,0,1,1,5,2,1,1,1,1,1,4,1,2,1,1,1,2,0,1,2,1,0,120,1.10615055447724,-0.678198733860855,-0.600625572164086,-0.512499809036677,1.11188555336242,0.207408304291777,0.207408304291777,1,"64"
109833,101645,1,134.965,"Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree",4,4,3,5,3,5,1,2,2,3,2,2,2,2,1,1,2,2,1,4,3,4,3,2,4,4,2,3,2,2,3,1,1,125.9356,0,17,"Teacher has taught 3 years or less",5.26,100,0,10,15,1,0,0,1,5,1,1,1,1,2,-8,0,2,2,1,1,1,2,0,2,-8,1,0,100,-0.111763572950022,0.0929464696696624,0.0581045326784855,0.601577573613649,-0.290827418625297,0.185794691603201,0.185794691603201,1,"65"
109849,102201,0,21.8759,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree",5,5,5,5,5,5,1,1,3,3,1,2,1,1,2,2,2,3,2,3,3,3,3,3,2,2,1,3,3,3,3,3,3,16.1522,0,18,"Teacher has taught 3 years or less",9.38,102,0,12,11,1,0,0,1,5,1,1,1,1,2,-8,0,1,2,2,2,1,2,0,2,-8,1,0,102,-0.35950786023517,0.354455031760138,-0.618245787217665,-0.0702199363629968,-0.604203902892831,0.0988787021896363,0.0988787021896363,1,"66"
110221,108853,1,563.3294,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",5,5,5,5,5,5,2,1,2,1,2,2,1,1,2,2,2,1,1,3,3,3,3,3,4,4,3,2,2,2,4,1,1,340.6715,0,16,"Teacher has taught 3 years or less",2.5,0,16,10,17,1,0,1,3,5,1,1,1,1,1,2,5,2,2,1,1,1,2,16,2,-8,1,1,16,-0.0622603904361646,0.0980048406007503,0.213056426924286,0.116836695369272,-0.550304325720265,0.238550927747164,0.238550927747164,1,"67"
110795,101801,1,81.8526,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree",3,3,4,4,4,1,3,4,2,3,3,4,2,3,1,2,2,2,1,4,4,4,3,3,4,4,4,2,2,2,4,1,1,81.8529,0,12,"Teacher has taught 3 years or less",7.5,0,0,10,18,1,0,0,1,5,1,1,1,1,2,-8,0,1,1,1,1,1,1,22,1,1,1,1,0,0.788387836821845,0.173557503453651,0.508973621380251,1.0403394890903,0.291594356525512,0.484043242198028,0.484043242198028,1,"68"
111230,109958,1,133.9504,"Strongly agree","Strongly agree","Strongly agree","Strongly agree",3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,3,2,3,3,3,3,3,2,3,2,1,114.1557,0,13,"Teacher has taught 3 years or less",12.5,100,0,11,14,1,0,2,3,5,1,1,1,1,1,1,3,2,2,2,1,1,2,0,2,-8,1,0,100,0.593377742905864,0.122030747737551,-0.353505028739965,-0.487231078989266,0.678164138741216,0.0832023581525922,0.0832023581525922,1,"69"
111551,101434,0,47.3972,"Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly disagree",3,4,4,4,4,4,1,1,2,3,2,4,2,1,3,2,2,1,1,3,3,3,3,3,3,3,2,2,3,3,3,4,2,37.6337,2.27,16,"Teacher has taught 3 years or less",2.98,88,0,11,14,1,0,1,3,4,1,1,1,1,2,-8,0,2,2,2,2,1,2,0,2,2,1,0,88,0.190316228149667,0.282880890508458,-0.226385065493324,0.00712095054382393,-0.105339421238169,0.0424358803350214,0.0424358803350214,1,"70"
111973,103733,0,82.511,"Neither agree nor disagree","Strongly agree","Strongly agree","Neither agree nor disagree",4,3,5,3,3,4,2,2,3,3,2,3,2,1,2,1,2,2,2,3,3,3,3,3,3,3,2,2,3,2,3,1,3,61.7776,1.89,15,"Teacher has taught 3 years or less",12.5,53,0,10,14,1,1,0,3,5,1,1,1,1,1,1,4,2,2,1,1,1,2,0,-8,2,1,0,53,0.253213864923277,-0.0106156176688005,-0.267337444813599,0.00333419827410984,-0.295756923873979,0.234489734820485,0.234489734820485,1,"71"
111980,110504,1,380.5437,"Somewhat agree","Strongly agree","Strongly agree","Strongly agree",3,3,3,4,4,5,4,2,4,3,1,1,1,2,2,3,4,2,3,2,2,4,4,4,3,4,1,1,1,1,3,2,1,296.1328,0,12,"Teacher has taught 3 years or less",3.33,0,22,6,16,1,0,3,1,4,-8,-8,-8,-8,-8,-8,0,2,2,2,1,1,2,22,2,-8,1,0,22,0.499759823719464,-0.735559419576509,-0.112080027378413,-0.0982100324559144,-0.0331421651687541,0.118988504599141,0.118988504599141,1,"72"
112242,110970,0,162.7054,"Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree",4,4,5,5,5,5,1,2,2,2,1,3,2,2,1,2,3,1,1,4,3,4,3,3,3,4,2,2,2,2,3,2,5,108.9617,100,17,"Teacher has taught 3 years or less",1.56,0,20,9,15,1,0,0,1,5,1,1,1,2,2,-8,0,2,2,2,2,1,2,20,-8,1,1,0,20,0.00967369572126844,-0.0692187482684655,-0.0441405195030123,0.558428139411666,-0.0462585135436414,0.244202735742207,0.244202735742207,1,"73"
112493,102146,1,25.1015,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree",3,2,5,5,5,5,2,1,2,2,1,1,2,2,2,2,3,1,1,3,3,4,4,4,3,4,3,2,2,3,3,1,1,20.3525,0,16,"Teacher has taught 3 years or less",8.57,0,0,10,18,1,0,1,3,5,1,1,1,1,2,-8,0,2,1,1,2,1,2,22,-8,-8,1,0,0,-0.0272460238365849,0.284593484390025,0.373683066975535,0.445028557042352,-0.0531058299610783,0.210031102348611,0.210031102348611,1,"74"
112604,105770,1,278.3346,"Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree",4,5,5,4,4,3,1,1,4,2,1,3,1,2,1,1,1,2,1,3,3,4,3,3,3,3,3,3,3,3,3,2,2,124.9807,0,20,"Teacher has taught 3 years or less",14.29,0,0,12,15,1,0,3,1,5,1,1,1,1,1,1,4,2,1,1,1,1,2,13,1,-8,1,0,0,-0.904996254121096,0.471268628180025,-0.016044812436097,0.36616773164012,-0.884882351306391,0.213264125855922,0.213264125855922,1,"75"
112653,100090,1,534.8768,"Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree",4,4,5,5,5,4,2,1,3,2,2,2,3,2,1,2,1,4,2,2,2,4,4,4,4,3,2,2,1,1,3,1,1,472.8899,11.54,18,"Teacher has taught 3 years or less",9.72,0,26,7,17,1,0,1,1,4,-8,-8,-8,-8,-8,-8,0,2,1,1,1,1,1,26,1,2,1,0,26,-0.27364011743456,-0.475385800019289,0.0815466762505806,-0.0836544921786675,0.216713359102894,0.423229609556545,0.423229609556545,1,"76"
112691,103294,0,513.9363,"Strongly disagree","Strongly agree","Somewhat agree","Strongly agree",4,5,5,5,5,5,1,2,4,2,1,3,2,3,2,2,1,3,3,3,3,3,3,3,3,4,2,3,3,2,3,4,3,379.4701,0,18,"Teacher has taught 3 years or less",18.57,0,0,11,15,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,1,1,1,0,2,1,1,0,0,-0.0890766605549366,0.173377136944979,-0.0975798763195511,0.0151328810451793,0.11351660296998,0.28694376689152,0.28694376689152,1,"77"
113043,106892,1,366.4864,"Strongly agree","Somewhat agree","Strongly agree","Neither agree nor disagree",2,5,5,4,4,5,2,1,4,3,2,2,2,1,2,2,2,4,1,3,1,4,3,4,3,4,2,2,1,2,3,2,5,112.2309,14.81,16,"Teacher has taught 3 years or less",8.13,0,27,8,16,1,0,0,1,5,1,1,1,1,1,1,5,1,1,1,1,1,2,27,2,2,1,0,27,0.0113197664610107,-0.196303073860183,-0.043899736283783,-0.0934420986684748,-0.168111589115773,0.325822847343669,0.325822847343669,1,"78"
