CNTLNUM,SCHCNTL,currentTeacher,TFSFINWT,F0105,F0108,F0113,F0116,T0293,T0294,T0295,T0296,T0297,T0298,T0299,T0300,T0301,T0303,T0306,T0307,T0308,T0309,T0310,T0311,T0312,T0315,T0320,T0321,T0322,T0324,T0325,T0326,T0327,T0331,T0332,T0335,T0336,T0337,T0338,T0339,T0340,TFNLWGT,LEP_T,MGMNT_T,NEWTCH,PLAN,PUPILS_D,PUPILS_S,SBKGD_T,SDLQ_T,T0051,T0059,T0106,T0120,T0122,T0124,T0125,T0126,T0127,T0147,T0148,T0149,T0150,T0153,T0154,T0155,T0156,T0158,T0208,T0248,T0250,treat,teachImputed,PUPILS
103396,111769,1,431.9714,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,2,2,3,4,1,5,1,1,2,2,1,1,1,1,1,1,1,4,1,3,3,4,4,4,4,4,3,3,4,3,4,3,5,183.1832,12.5,20,Teacher has taught 3 years or less,1.88,0,40,14,19,1,0,0,1,5,1,1,1,1,1,1,4,2,2,1,1,2,2,40,2,2,0,0,40
103409,104662,0,582.3558,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,1,2,4,5,2,5,4,4,4,3,4,4,4,2,2,2,4,1,4,2,3,3,3,3,3,3,1,2,1,1,3,2,3,397.7262,0,7,Teacher has taught 3 years or less,2.67,111,0,7,13,1,1,0,3,5,1,1,1,1,1,2,5,1,1,2,1,2,2,0,2,-8,0,0,111
103474,103290,1,652.9956,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,1,2,4,5,4,4,2,2,4,4,3,3,4,2,2,1,3,3,2,3,2,4,3,3,3,3,1,2,2,1,3,2,3,379.9062,2.86,13,Teacher has taught 3 years or less,5,105,0,8,13,1,0,1,1,5,1,1,1,1,1,2,5,2,2,1,2,2,2,0,1,2,0,0,105
103618,106922,1,595.6422,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,2,4,5,5,4,5,1,1,3,2,1,3,2,2,2,2,2,3,2,3,3,4,4,4,4,3,2,2,3,3,4,2,1,204.644,0.84,18,Teacher has taught 3 years or less,11.84,119,0,12,17,1,0,3,1,5,1,1,1,1,2,-8,0,1,1,1,1,2,2,0,1,2,0,0,119
103700,105234,1,504.2133,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,5,3,5,4,5,5,1,1,4,2,1,2,3,3,2,2,2,1,1,1,2,3,3,3,3,3,2,1,1,2,2,1,1,90.4233,0,18,Teacher has taught 3 years or less,6.41,0,10,6,14,1,0,1,1,5,1,2,1,1,1,1,5,1,1,2,2,2,2,10,1,-8,0,0,10
103715,101795,1,441.2489,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,3,4,4,5,3,5,1,3,3,4,1,2,3,2,1,3,4,1,3,2,1,2,3,3,2,1,1,1,2,1,4,4,5,62.6298,0,15,Teacher has taught 3 years or less,2.33,93,0,8,10,1,0,1,2,5,1,2,1,1,2,-8,0,2,2,2,2,2,2,0,1,-8,0,0,93
103725,111345,1,41.403,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,5,5,5,5,3,5,4,2,2,3,1,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,3,2,3,4,5,40.4102,0,13,Teacher has taught 3 years or less,22.44,92,0,10,14,1,0,0,1,5,1,1,1,1,1,2,3,1,2,1,1,1,2,0,1,-8,1,0,92
103757,107051,1,528.943,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,5,5,5,5,5,5,1,2,2,2,1,1,1,1,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,3,4,1,2,136.5576,0,18,Teacher has taught 3 years or less,13.75,0,0,15,20,1,1,1,3,5,1,1,1,1,1,2,3,2,2,1,1,1,1,0,1,-8,1,1,0
103764,110913,0,17.4754,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,4,4,4,4,4,4,1,1,4,2,1,2,1,2,1,2,2,2,1,4,3,4,4,4,4,4,3,3,3,3,3,2,5,12.9032,0,19,Teacher has taught 3 years or less,12.5,150,0,12,19,1,1,0,3,5,2,2,2,2,2,-8,0,2,2,2,2,2,2,0,-8,-8,0,0,150
103793,107079,1,94.556,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,2,4,5,5,4,4,2,1,3,2,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,3,3,3,2,4,3,5,80.6187,46.61,17,Teacher has taught 3 years or less,18.75,118,0,12,18,1,1,3,3,5,1,1,1,1,1,1,2,2,1,1,1,2,2,0,1,1,0,0,118
103794,111219,1,18.1588,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,3,5,5,5,5,5,2,2,4,2,1,3,2,4,4,4,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,16.1054,0,13,Teacher has taught 3 years or less,0,0,9,16,20,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,2,2,2,2,9,-8,-8,0,0,9
103857,101734,1,36.199,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,5,5,5,5,4,5,1,2,2,1,1,2,2,2,1,1,2,4,4,3,1,1,3,2,1,3,1,1,1,1,1,3,3,24.7225,4.2,18,Teacher has taught 3 years or less,12.5,119,0,4,10,1,1,1,3,5,1,1,1,1,1,1,5,2,2,1,1,2,2,0,-8,1,0,0,119
103905,110472,1,132.0003,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,4,5,5,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,4,3,4,4,4,3,1,1,3,3,1,1,107.0266,0,20,Teacher has taught 3 years or less,0,0,0,8,18,1,0,0,3,5,1,1,1,1,1,1,5,2,1,1,1,2,2,0,2,-8,0,0,0
103972,111033,0,866.9453,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,4,4,4,4,4,3,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,3,2,2,3,4,4,1,1,2,3,1,1,80.4098,36.84,20,Teacher has taught 3 years or less,15.54,0,19,7,15,1,0,1,3,5,1,1,1,1,1,1,3,2,2,2,1,2,2,19,-8,2,0,0,19
103999,111694,1,36.1504,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3,2,5,5,4,4,2,1,4,2,1,2,3,2,1,2,2,3,1,2,2,2,3,1,2,3,2,1,2,1,2,1,1,25.76,31.25,18,Teacher has taught 3 years or less,12.5,96,0,6,11,1,0,0,1,5,1,1,1,1,2,-8,0,1,1,2,2,1,2,0,1,1,1,0,96
104051,110409,1,521.9333,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,1,2,4,4,4,4,1,3,4,3,2,2,2,2,2,3,3,4,3,2,4,4,3,3,4,4,2,4,4,3,4,5,5,100.3763,0,14,Teacher has taught 3 years or less,5,0,29,15,16,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,29,2,-8,0,0,29
104130,105255,1,423.5258,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,4,4,4,5,4,4,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,3,2,2,2,3,1,1,251.7744,0,20,Teacher has taught 3 years or less,4.17,0,19,9,14,1,0,2,3,5,1,1,1,1,1,1,5,1,2,1,1,2,2,19,-8,-8,0,0,19
104216,101260,1,54.9305,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,1,2,4,3,3,4,1,1,4,3,1,2,2,2,1,2,2,2,2,3,4,4,3,3,3,3,3,4,4,4,4,1,1,44.5383,0,19,Teacher has taught 3 years or less,1.35,264,0,16,15,1,0,0,3,5,1,1,1,1,1,1,5,2,2,2,1,2,2,0,2,-8,0,0,264
104219,108541,1,585.1753,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,4,4,5,5,4,5,1,1,2,2,1,2,1,1,1,1,1,1,1,3,3,3,2,3,4,4,2,3,4,3,4,1,1,17.6036,0,20,Teacher has taught 3 years or less,9.38,0,22,14,15,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,22,2,-8,0,0,22
104252,110646,0,8.392,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,5,4,4,4,4,4,2,2,4,1,2,1,1,1,1,1,3,1,2,4,4,4,2,4,3,3,1,3,3,1,3,1,4,6.469,9.68,15,Teacher has taught 3 years or less,3.75,31,0,10,13,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,1,2,2,2,0,1,2,0,0,31
104343,108665,1,102.8578,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,3,3,5,4,5,5,3,3,2,2,1,1,1,1,1,1,1,1,1,3,2,4,4,3,4,4,3,2,1,2,2,1,1,89.5027,0,16,Teacher has taught 3 years or less,14.38,0,0,7,18,1,0,0,3,5,1,1,1,1,1,1,2,1,2,1,1,2,2,18,-8,1,0,1,0
104423,102809,1,35.3776,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,4,4,5,5,4,5,1,2,3,1,1,3,2,2,1,1,2,2,1,4,4,4,4,4,4,4,4,3,3,3,4,2,1,24.9869,0,18,Teacher has taught 3 years or less,18.75,83,0,13,20,1,0,0,1,5,1,1,1,1,1,1,4,2,1,1,1,2,2,0,1,-8,0,0,83
104431,101241,1,13.0777,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4,5,5,5,5,5,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,3,2,3,3,2,2,3,1,3,2,5,9.0767,0,19,Teacher has taught 3 years or less,16.67,105,0,9,13,1,1,1,3,5,1,1,1,1,1,1,5,2,2,1,1,2,2,0,2,-8,0,1,105
104446,109913,0,109.2633,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,2,3,3,4,2,4,2,2,3,4,1,3,3,3,3,1,2,4,4,3,3,4,2,2,2,3,2,2,2,1,2,5,4,90.8523,100,15,Teacher has taught 3 years or less,3.23,0,27,7,11,1,1,5,3,5,1,1,1,1,1,1,5,2,2,1,1,2,2,27,1,1,0,0,27
104456,102357,1,646.3387,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,4,4,5,5,4,5,1,1,4,3,2,2,1,1,1,1,1,4,1,2,1,4,3,4,4,4,3,1,1,1,2,3,5,36.7619,4.17,19,Teacher has taught 3 years or less,7.69,0,24,5,18,1,0,2,3,5,1,1,1,1,2,-8,0,1,2,1,2,1,2,24,2,1,1,0,24
104482,101002,1,16.9484,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,4,4,4,5,4,5,1,2,4,2,2,2,2,2,1,2,2,3,1,2,2,3,3,3,3,4,1,1,2,1,4,1,3,14.4502,0,17,Teacher has taught 3 years or less,18.75,175,0,8,14,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,2,1,1,0,2,-8,1,0,175
104485,109916,0,17.1753,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,3,5,5,5,4,5,2,2,1,2,1,2,2,2,3,3,3,3,1,1,1,1,1,2,2,4,2,1,1,1,4,1,1,12.6816,0,14,Teacher has taught 3 years or less,2.7,150,0,7,11,1,0,0,2,5,1,1,1,1,1,1,3,2,2,2,1,2,2,0,2,-8,0,1,150
104546,100618,1,470.1531,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,1,2,4,4,4,5,2,2,2,2,2,2,2,1,1,3,2,1,1,3,3,4,4,4,4,4,3,2,3,3,4,1,5,95.015,0,16,Teacher has taught 3 years or less,10.98,0,14,12,19,1,0,1,1,5,2,1,1,1,2,-8,0,2,2,2,2,2,2,14,2,-8,0,0,14
104575,110180,1,24.9239,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,4,4,4,4,4,4,1,2,4,4,1,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,1,2,3,2,3,4,3,18.7934,0,17,Teacher has taught 3 years or less,3.75,86,0,10,13,1,0,1,1,5,1,1,1,1,1,1,4,2,2,1,1,2,2,0,2,-8,0,0,86
104635,101483,1,738.6732,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,4,4,4,4,4,4,1,1,3,3,2,2,2,2,1,2,1,1,1,3,3,4,2,2,3,4,1,3,1,1,3,2,1,6.1649,0,19,Teacher has taught 3 years or less,1.9,0,0,8,12,1,0,1,1,5,1,1,1,1,1,1,5,2,2,2,1,2,2,0,2,2,0,1,0
104680,109395,1,8.4266,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,3,5,4,5,5,4,3,2,2,3,4,4,3,3,3,3,3,1,3,2,2,2,3,2,3,4,3,1,3,3,3,1,1,5.755,1.45,10,Teacher has taught 3 years or less,35.71,138,0,10,15,1,1,0,3,5,1,1,1,1,1,1,5,2,2,2,1,2,2,0,2,2,0,0,138
104762,103168,0,40.197,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,4,4,3,4,4,3,3,4,4,2,3,3,3,3,3,2,3,2,4,2,1,3,3,3,4,3,1,1,1,1,3,2,5,29.6799,0,9,Teacher has taught 3 years or less,0,142,0,6,14,1,0,0,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,-8,-8,0,0,142
104770,111209,1,21.271,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,1,3,4,5,4,4,1,1,4,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,19.6375,1.28,20,Teacher has taught 3 years or less,13.16,78,0,16,20,1,0,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,0,1,2,1,0,78
104821,109866,1,126.3592,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,4,4,4,4,1,5,3,4,4,4,4,4,1,3,4,2,3,3,2,1,1,1,2,2,3,2,1,2,2,1,2,3,2,122.2473,0,7,Teacher has taught 3 years or less,1.71,105,0,7,10,1,0,0,1,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,2,-8,0,0,105
104854,104733,1,12.4097,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,4,5,5,5,4,5,1,3,4,2,2,3,2,3,2,2,2,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,2,8.4754,0,15,Teacher has taught 3 years or less,12.5,0,8,11,15,1,0,0,1,5,2,1,1,1,1,1,3,1,1,2,1,2,2,8,1,-8,0,0,8
104916,107300,0,712.6029,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,4,5,5,5,4,5,1,2,3,4,2,2,3,2,2,3,2,4,2,2,2,3,3,3,4,3,2,3,2,4,4,1,1,21.0499,0,16,Teacher has taught 3 years or less,9.38,0,0,13,15,1,1,1,3,5,1,1,1,1,1,2,2,2,2,2,1,2,2,16,1,2,0,0,0
104925,109082,1,184.9835,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,4,5,5,5,5,5,2,1,1,2,1,3,3,3,1,2,2,4,1,2,2,2,3,3,3,3,1,2,4,3,4,1,3,126.3366,1.75,18,Teacher has taught 3 years or less,6.67,57,0,13,13,1,1,0,3,5,2,1,1,1,1,1,3,2,2,2,1,1,2,0,2,2,1,0,57
104928,107613,1,355.8671,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,4,4,4,3,3,4,3,3,2,4,2,3,2,2,2,2,3,3,2,3,2,4,2,2,4,4,1,1,1,1,2,1,2,315.6263,0,12,Teacher has taught 3 years or less,8.13,0,0,5,13,1,1,1,3,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,1,-8,0,0,0
104931,110653,1,2.6386,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,4,4,5,5,5,5,1,1,3,1,1,1,1,2,1,2,2,1,1,3,2,3,3,4,3,4,2,2,2,2,3,1,1,2.5528,1.39,19,Teacher has taught 3 years or less,20.63,144,0,9,16,1,0,0,1,5,2,2,1,1,2,-8,0,2,2,1,1,2,2,0,2,2,0,0,144
104937,111456,1,444.5508,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,3,4,4,4,4,4,1,1,2,2,1,2,2,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,1,386.8285,0,20,Teacher has taught 3 years or less,3.81,142,0,16,20,1,0,0,3,5,1,1,1,1,1,1,5,2,1,2,1,2,2,0,1,-8,0,1,142
104942,100934,1,19.6912,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,3,1,4,3,3,3,2,1,4,3,1,2,2,2,1,2,2,1,1,3,3,3,3,3,3,4,3,2,1,1,2,2,5,13.187,31.25,18,Teacher has taught 3 years or less,11.25,0,16,6,16,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,2,2,2,16,2,1,0,0,16
104969,102151,1,784.4182,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,5,5,5,5,3,5,2,1,2,3,1,1,2,2,3,3,4,1,1,3,3,4,4,4,4,4,3,1,4,2,3,3,3,43.7574,0,14,Teacher has taught 3 years or less,13.81,135,0,10,19,1,0,5,2,5,1,1,1,1,1,1,3,1,2,2,1,2,1,0,2,-8,0,0,135
105019,108582,1,698.7193,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,3,4,5,5,5,5,1,1,2,2,1,1,2,2,1,1,1,1,1,3,2,4,3,3,3,4,3,3,3,3,3,1,1,92.1932,0,20,Teacher has taught 3 years or less,8.13,108,0,12,16,1,0,0,1,5,1,1,1,1,1,2,4,2,1,1,2,2,2,0,2,-8,0,0,108
105099,111905,1,567.3731,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,5,5,5,5,4,5,2,3,4,3,2,4,3,2,2,1,2,1,1,2,2,1,2,1,2,3,1,2,1,1,2,2,1,23.928,0,14,Teacher has taught 3 years or less,20.24,36,0,6,9,1,1,0,3,5,1,1,1,1,1,1,4,2,2,1,2,2,2,0,1,-8,0,0,36
105169,104054,1,189.1866,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,4,2,5,5,4,5,2,3,2,3,3,3,3,2,2,3,3,4,2,1,1,3,3,4,2,3,1,1,3,1,3,1,1,129.207,0,12,Teacher has taught 3 years or less,1.89,26,0,8,13,1,0,1,3,5,1,1,1,1,2,-8,0,2,2,1,1,1,2,0,-8,-8,1,1,26
105181,106564,1,468.1243,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,4,4,4,4,4,4,1,2,3,3,1,2,3,2,2,2,2,1,2,2,2,2,3,4,4,4,3,3,3,2,3,4,5,61.6504,0,17,Teacher has taught 3 years or less,7.03,23,0,11,18,1,0,0,2,5,1,1,1,1,1,1,3,2,2,1,2,2,2,0,1,-8,0,0,23
105235,107133,1,763.2584,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,5,5,5,5,5,5,1,1,2,1,2,2,1,2,1,2,2,2,1,2,3,4,3,4,4,4,3,3,2,2,3,2,5,511.1438,0,18,Teacher has taught 3 years or less,12.5,0,8,10,18,1,1,1,3,5,1,1,1,1,1,1,3,2,2,1,1,2,2,8,1,-8,0,0,8
105237,106157,1,108.7464,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,5,2,4,5,3,5,2,2,4,2,2,4,2,2,2,1,1,1,1,2,3,4,3,4,3,4,2,3,3,3,3,1,1,100.3951,0,16,Teacher has taught 3 years or less,0,0,0,12,16,1,0,1,1,5,1,1,1,1,1,1,5,2,1,1,1,2,2,4,1,-8,0,0,0
105324,105885,1,315.078,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,3,4,4,5,5,5,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,3,3,3,4,2,2,2,2,2,1,1,68.9578,0,18,Teacher has taught 3 years or less,8.77,0,0,8,15,1,0,0,3,1,-8,-8,-8,-8,-8,-8,0,2,2,2,2,2,2,23,2,-8,0,0,0
105363,110055,1,444.2967,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,5,5,5,5,5,5,1,1,2,3,1,3,1,1,1,1,1,2,1,3,2,4,3,4,4,3,3,2,3,3,3,1,2,40.4227,0,20,Teacher has taught 3 years or less,12.5,0,0,11,17,1,1,0,3,5,1,1,1,1,1,2,4,2,2,1,1,2,2,7,1,2,0,0,0
105407,100083,0,301.4311,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,5,5,5,5,5,5,1,1,3,2,1,2,1,2,1,3,1,2,2,2,2,4,4,4,3,4,3,3,4,2,4,3,3,87.1452,0,20,Teacher has taught 3 years or less,9.38,0,0,13,18,1,0,0,1,5,1,1,1,1,1,1,3,2,2,2,2,2,2,0,2,-8,0,0,0
105453,108795,1,2407.4122,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,4,4,4,4,4,4,1,2,4,2,1,2,1,1,1,1,3,1,2,3,3,4,4,4,4,4,4,4,3,4,4,1,2,90.5362,0,17,Teacher has taught 3 years or less,3.85,65,0,15,20,1,0,1,1,3,-8,-8,-8,-8,-8,-8,0,2,2,2,2,2,2,0,2,-8,0,0,65
105512,106813,1,524.0638,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,2,2,3,4,4,5,2,2,1,3,3,2,2,2,2,2,3,4,3,1,1,1,2,3,3,4,1,2,1,1,2,3,3,333.5312,0,13,Teacher has taught 3 years or less,3.57,0,32,6,13,1,1,2,3,5,1,1,1,1,1,1,2,2,1,2,1,2,2,32,1,-8,0,0,32
105526,104735,0,18.0224,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,4,3,5,5,3,5,1,1,4,2,2,2,2,2,2,2,3,1,2,1,1,2,4,4,4,4,2,3,3,3,4,4,3,13.307,0,16,Teacher has taught 3 years or less,2.55,57,0,13,18,1,0,0,1,5,2,2,1,2,1,2,1,1,2,1,1,2,2,0,-8,-8,0,0,57
105591,112303,1,649.3035,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,2,5,5,5,3,5,3,4,3,2,4,4,4,2,3,3,4,2,3,2,2,1,1,2,1,2,1,2,1,1,2,1,1,343.0383,0,7,Teacher has taught 3 years or less,1.75,138,0,6,7,1,0,1,2,5,1,1,1,1,1,1,5,2,1,1,1,1,2,0,2,-8,1,0,138
105646,110076,1,717.0382,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,1,3,4,4,4,5,2,1,3,1,3,3,3,2,2,2,2,4,1,3,3,3,3,4,4,4,2,4,4,3,4,2,1,45.1293,1.08,15,Teacher has taught 3 years or less,3.75,93,0,15,17,1,1,1,3,5,2,1,1,1,1,1,4,2,2,1,1,2,2,0,2,2,0,0,93
105654,104627,1,320.4066,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,2,3,5,5,5,5,1,2,4,1,1,2,1,1,1,1,2,2,1,1,3,4,3,3,4,3,3,3,3,3,3,2,1,249.3344,0,18,Teacher has taught 3 years or less,5,0,26,12,16,1,0,0,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,1,26,2,-8,0,0,26
105735,110793,1,389.0792,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,2,3,4,5,5,5,2,2,2,2,2,4,2,2,3,3,3,4,2,4,3,4,3,4,4,4,3,2,2,3,3,1,1,260.5616,15,13,Teacher has taught 3 years or less,12.5,0,20,10,18,1,0,0,3,5,1,1,1,1,1,2,4,1,2,2,2,2,2,20,2,1,0,0,20
105767,103294,0,564.5221,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,4,4,5,5,3,5,1,1,4,1,1,3,2,1,1,1,1,2,1,4,4,4,4,3,3,4,3,2,2,3,3,2,5,456.0156,14.29,20,Teacher has taught 3 years or less,7.14,0,7,10,17,1,0,0,3,5,1,1,1,1,1,1,3,1,2,2,1,2,1,7,1,1,0,1,7
105828,101588,1,60.914,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,2,4,4,4,5,1,1,2,4,1,3,2,2,2,2,2,1,1,3,3,4,3,3,4,4,3,1,1,1,2,2,1,53.0046,80,18,Teacher has taught 3 years or less,21.25,0,15,5,17,1,0,1,3,5,2,1,1,1,1,1,3,1,2,2,1,2,2,15,-8,1,0,0,15
105841,108307,1,141.7735,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,5,4,5,3,4,5,1,1,3,2,1,3,2,2,1,2,1,2,1,3,4,4,4,4,4,4,3,3,3,3,4,1,2,114.9514,0,20,Teacher has taught 3 years or less,2.86,0,0,13,19,1,0,1,1,5,1,1,1,1,1,1,4,2,1,1,2,1,2,0,2,2,1,0,0
105847,104335,0,25.8425,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,2,2,4,3,3,4,2,2,4,4,2,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,1,1,2,1,2,5,4,19.9207,0,15,Teacher has taught 3 years or less,12.5,130,0,6,9,1,0,0,3,5,2,2,2,2,2,-8,0,2,2,2,2,2,2,0,2,-8,0,0,130
105946,111198,1,25.3257,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,5,5,5,4,5,1,4,4,4,1,1,2,1,1,2,1,2,1,1,1,3,3,3,4,3,2,1,2,2,2,1,1,22.4618,0,17,Teacher has taught 3 years or less,6.88,0,20,7,15,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,1,2,2,1,20,1,-8,0,1,20
106120,105937,1,71.6176,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4,4,5,5,3,5,2,2,3,4,2,4,3,2,2,2,2,1,2,2,1,2,3,3,3,3,2,1,2,2,3,2,3,54.0017,5.08,15,Teacher has taught 3 years or less,18.75,59,0,8,14,1,0,0,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,-8,2,0,0,59
106261,107229,1,154.4054,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,3,3,4,4,4,4,1,2,2,2,2,2,1,1,1,1,1,2,1,3,3,4,4,3,4,4,3,3,2,1,3,1,1,134.3573,0,18,Teacher has taught 3 years or less,10.71,0,24,9,18,1,0,0,3,5,1,1,1,1,1,2,3,2,2,2,2,2,2,24,2,-8,0,0,24
106301,109219,1,37.2762,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,4,4,4,4,4,3,1,1,1,2,1,3,2,1,1,2,1,1,1,3,3,4,4,4,4,4,3,3,3,3,3,1,1,24.9634,0,20,Teacher has taught 3 years or less,11.62,0,18,12,19,1,0,0,1,5,1,1,1,1,2,-8,0,1,2,1,2,2,2,18,1,-8,0,0,18
106350,101413,0,7.1273,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,2,4,4,5,5,5,3,2,4,2,2,2,2,2,3,3,2,4,1,1,1,4,2,3,3,4,2,1,1,2,2,2,3,5.7573,100,13,Teacher has taught 3 years or less,0,0,21,6,14,1,0,1,1,5,1,1,1,1,1,1,5,2,1,1,1,1,1,21,-8,1,1,0,21
106354,110260,1,33.5957,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,4,5,3,5,5,5,4,4,3,1,4,4,2,2,4,3,4,1,2,2,2,2,3,3,2,2,1,1,1,1,2,1,1,23.9394,0,5,Teacher has taught 3 years or less,4.29,0,9,5,11,1,0,2,3,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,9,2,-8,0,0,9
106394,112308,1,540.5959,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,1,5,5,5,4,5,4,3,3,2,4,4,1,3,3,3,4,1,3,4,3,3,2,2,2,2,1,1,1,1,1,3,1,22.8493,0,7,Teacher has taught 3 years or less,11.04,77,0,4,9,1,0,2,2,4,-8,-8,-8,-8,-8,-8,0,1,1,2,2,2,2,0,2,-8,0,0,77
